word,negative,positive
capotes,0.0,1.0
introversion,0.0,1.0
remorselessness,0.0,1.0
burrowes,0.0,1.0
motored,0.0,1.0
pepoire,0.0,1.0
gribbon,0.0,1.0
reawakens,0.0,1.0
cadavra,0.0,1.0
trespass,0.0,1.0
paxson's,0.0,1.0
paxson,0.0,2.0
treaties,0.0,1.0
manufactures,0.0,1.0
finleyson,0.0,2.0
inflates,0.0,1.0
horniphobia,0.0,1.0
seamanship,0.0,1.0
gnaws,0.0,1.0
stitching,0.0,1.0
turpin's,0.0,1.0
stoves,0.0,1.0
cramer's,0.0,1.0
dailey's,0.0,1.0
deuces,0.0,2.0
morros',0.0,1.0
manikins,0.0,1.0
felitta,0.0,1.0
mcphillip's,0.0,1.0
mourners,0.0,1.0
gwtw,0.0,1.0
naps,0.0,1.0
bree,0.0,1.0
kamp,0.0,1.0
ruggedness,0.0,1.0
heyerdahl,0.0,2.0
colubian,0.0,1.0
polynesia's,0.0,1.0
equidor,0.0,1.0
the',0.0,1.0
hardiest,0.0,1.0
tolkin's,0.0,1.0
rapture',0.0,1.0
formality,0.0,1.0
misdirects,0.0,1.0
uninformative,0.0,1.0
catalysis,0.0,1.0
feore,0.0,1.0
nyfd,0.0,1.0
dorama,0.0,1.0
resses,0.0,1.0
diol,0.0,2.0
roma,0.0,2.0
maffia,0.0,2.0
treveiler,0.0,2.0
dallenbach,0.0,1.0
wilbur,0.0,2.0
lenthall,0.0,1.0
lorri,0.0,1.0
kinlaw,0.0,1.0
parrish,0.0,1.0
wiggins,0.0,1.0
sumerel,0.0,1.0
sanford,0.0,1.0
hayman,0.0,2.0
vining,0.0,1.0
rinna,0.0,3.0
lanford,0.0,1.0
harasses,0.0,1.0
doenitz,0.0,1.0
admirals,0.0,1.0
knighted,0.0,1.0
brianjonestownmassacre,0.0,1.0
newcombe's,0.0,3.0
dandies,0.0,4.0
bjm's,0.0,1.0
gion,0.0,1.0
discounting,0.0,1.0
belinda,0.0,3.0
kristan,0.0,1.0
lay's,0.0,1.0
crematorium,0.0,1.0
loonytoon,0.0,1.0
unrestrained,0.0,2.0
groped,0.0,2.0
poppingly,0.0,1.0
arteries,0.0,1.0
cardiovascular,0.0,1.0
vacano,0.0,1.0
lukas's,0.0,4.0
redrum,0.0,1.0
zuckers,0.0,1.0
astin's,0.0,1.0
lundquist,0.0,1.0
sportscaster,0.0,1.0
visser,0.0,1.0
philipps,0.0,3.0
commencing,0.0,2.0
deanna's,0.0,1.0
kneeling,0.0,2.0
'ozzy,0.0,1.0
gene',0.0,1.0
dedicating,0.0,1.0
'sammi,0.0,1.0
curr',0.0,1.0
linearity,0.0,3.0
interlace,0.0,1.0
temporality,0.0,1.0
modifies,0.0,2.0
mundance,0.0,1.0
soundly,0.0,1.0
'burbs,0.0,1.0
mate's,0.0,1.0
majorcan,0.0,1.0
pachabel's,0.0,1.0
geno,0.0,4.0
forfeit,0.0,1.0
tutoring,0.0,1.0
pharmacology,0.0,1.0
definaetly,0.0,1.0
ranching,0.0,1.0
hatless,0.0,1.0
jessup,0.0,1.0
cavil,0.0,1.0
thandie,0.0,1.0
rampart,0.0,1.0
yoakum,0.0,2.0
yoakum's,0.0,1.0
freight,0.0,1.0
curved,0.0,1.0
unification,0.0,1.0
takeovers,0.0,1.0
snarly,0.0,1.0
deedee,0.0,1.0
jermaine,0.0,4.0
macaroni,0.0,1.0
kev,0.0,1.0
dropouts,0.0,1.0
homeys,0.0,1.0
herschel,0.0,1.0
lewton's,0.0,1.0
dollars',0.0,1.0
merc,0.0,2.0
motherfockers,0.0,1.0
twitching,0.0,1.0
familia,0.0,1.0
miser,0.0,1.0
'intolerance,0.0,3.0
'three,0.0,1.0
saphead',0.0,1.0
'burlesque,0.0,1.0
carmen',0.0,1.0
swordfight,0.0,1.0
'carmen,0.0,1.0
'intolerance',0.0,2.0
dreyer's,0.0,1.0
'leaves,0.0,1.0
book',0.0,1.0
af,0.0,1.0
satans,0.0,1.0
'destiny',0.0,1.0
emaciated,0.0,1.0
thornway,0.0,1.0
hzu,0.0,1.0
amercan,0.0,1.0
porkys,0.0,1.0
wrightman,0.0,1.0
falon,0.0,1.0
redsox,0.0,3.0
farrely,0.0,1.0
'homeward,0.0,1.0
gesturing,0.0,1.0
chancesally,0.0,1.0
sassydon,0.0,1.0
shadowfrank,0.0,1.0
variousit,0.0,1.0
bl,0.0,1.0
dy,0.0,1.0
walliams,0.0,1.0
gervais',0.0,1.0
yvaine,0.0,1.0
lamia,0.0,1.0
tchy,0.0,1.0
occluded,0.0,1.0
'nutcase',0.0,1.0
'twisted',0.0,1.0
'eeriness',0.0,1.0
'odyssey',0.0,1.0
jewellery,0.0,1.0
disrupt,0.0,1.0
overhear,0.0,1.0
ritzy,0.0,1.0
boxy,0.0,1.0
impassivity,0.0,1.0
romanticize,0.0,1.0
thieves',0.0,1.0
briefness,0.0,1.0
factness,0.0,1.0
hamlets,0.0,1.0
tuscany,0.0,1.0
ophelia's,0.0,2.0
blenheim,0.0,1.0
gieldgud,0.0,1.0
counsellor,0.0,2.0
prating,0.0,1.0
laertes,0.0,1.0
berardinelli,0.0,2.0
legros',0.0,1.0
hotline,0.0,1.0
outshined,0.0,1.0
silsby,0.0,1.0
bodyguard's,0.0,1.0
graver,0.0,1.0
digart,0.0,2.0
cosmetics,0.0,1.0
garver,0.0,1.0
smudged,0.0,2.0
persuading,0.0,2.0
cathode,0.0,1.0
lode,0.0,1.0
vacillate,0.0,1.0
seismic,0.0,1.0
coordination,0.0,1.0
nichols',0.0,1.0
grenier's,0.0,1.0
marber's,0.0,1.0
reigen,0.0,1.0
kristine,0.0,1.0
debell,0.0,1.0
cunard,0.0,1.0
britannic,0.0,1.0
secretes,0.0,1.0
kip's,0.0,1.0
disburses,0.0,1.0
halliwell,0.0,1.0
tumbler,0.0,1.0
atley,0.0,1.0
donny,0.0,1.0
astricky,0.0,1.0
mcbrde,0.0,1.0
castlebeck,0.0,1.0
delroy,0.0,2.0
drycoff,0.0,1.0
vulgarism,0.0,2.0
sena,0.0,1.0
commotion,0.0,1.0
cuisinart,0.0,1.0
dweezil,0.0,1.0
laker,0.0,1.0
holdouts,0.0,1.0
agonies,0.0,1.0
unreasoning,0.0,1.0
metaldude,0.0,1.0
corpsified,0.0,1.0
hiphop,0.0,4.0
klembecker,0.0,1.0
vern,0.0,1.0
overpraise,0.0,1.0
mcdermott's,0.0,2.0
aggravate,0.0,1.0
billiard,0.0,1.0
thc,0.0,1.0
larson's,0.0,1.0
sro,0.0,1.0
natasha's,0.0,1.0
nepal,0.0,4.0
iskon,0.0,1.0
rajendranath,0.0,1.0
mehmood,0.0,1.0
hangal,0.0,1.0
achala,0.0,1.0
sachdev,0.0,1.0
panchamda,0.0,2.0
maro,0.0,1.0
caricaturist,0.0,1.0
lampoonery,0.0,1.0
'oliver,0.0,1.0
officialdom,0.0,1.0
beadle,0.0,2.0
magistrate,0.0,1.0
brownlow,0.0,1.0
idiot',0.0,1.0
secombe,0.0,1.0
interpreting,0.0,3.0
corrupter,0.0,1.0
incline,0.0,1.0
buy',0.0,1.0
mvt,0.0,1.0
jg,0.0,1.0
huttner,0.0,1.0
vaccaro's,0.0,1.0
dourif's,0.0,1.0
compassionnate,0.0,1.0
boothe's,0.0,1.0
remarquable,0.0,1.0
guyana,0.0,1.0
spectable,0.0,1.0
cramden,0.0,1.0
goony,0.0,1.0
'mother',0.0,1.0
renovate,0.0,1.0
scones,0.0,1.0
o'briain,0.0,1.0
deconstructs,0.0,1.0
redistribute,0.0,1.0
disseminate,0.0,1.0
electoral,0.0,1.0
moneyed,0.0,1.0
citizens',0.0,1.0
bloodying,0.0,1.0
constitutionally,0.0,1.0
monters,0.0,1.0
splatterfest,0.0,1.0
misreading,0.0,1.0
regularity,0.0,1.0
'play',0.0,1.0
whitewashed,0.0,1.0
niels,0.0,2.0
oplev,0.0,1.0
frits,0.0,2.0
janus,0.0,1.0
rathke,0.0,1.0
oppressively,0.0,1.0
churlishly,0.0,1.0
svendsen,0.0,1.0
mejding,0.0,1.0
disorients,0.0,1.0
matilda,0.0,2.0
shinji,0.0,2.0
mizer,0.0,2.0
l'arc,0.0,2.0
nerdish,0.0,1.0
lordly,0.0,1.0
hansom,0.0,2.0
o'ed,0.0,1.0
recapping,0.0,1.0
ewanuick,0.0,1.0
eliason,0.0,2.0
gruesom,0.0,1.0
incorruptable,0.0,1.0
maddonna,0.0,1.0
gleanne,0.0,2.0
girlfrined,0.0,1.0
snitch,0.0,1.0
pruneface,0.0,2.0
breathless's,0.0,2.0
manlis,0.0,1.0
o'ross,0.0,1.0
enforcers,0.0,1.0
flattop,0.0,1.0
carachters,0.0,1.0
sterotype,0.0,1.0
ebonic,0.0,1.0
phrased,0.0,1.0
empathic,0.0,1.0
understatedly,0.0,1.0
ghetoization,0.0,1.0
allison's,0.0,1.0
horus,0.0,1.0
bulimics,0.0,1.0
hypnotising,0.0,1.0
winsor,0.0,1.0
mccay,0.0,1.0
ladislaw,0.0,1.0
frogland,0.0,1.0
cameraman't,0.0,1.0
saurian,0.0,1.0
rhinos,0.0,1.0
trainable,0.0,1.0
elways,0.0,1.0
roslyn,0.0,1.0
mockney,0.0,1.0
ivay's,0.0,1.0
psychoactive,0.0,2.0
quadraphenia,0.0,1.0
scholarly,0.0,1.0
'shrooms,0.0,1.0
cockles,0.0,1.0
connely,0.0,1.0
thied,0.0,1.0
meats,0.0,1.0
coffinand,0.0,1.0
sufice,0.0,1.0
writhed,0.0,1.0
rapturously,0.0,1.0
laundrette,0.0,1.0
epiphanous,0.0,1.0
michell's,0.0,3.0
flutters,0.0,1.0
plough,0.0,1.0
cataclysmic,0.0,2.0
viennale,0.0,1.0
synthesizes,0.0,1.0
psychedelia,0.0,1.0
abstracted,0.0,1.0
jrr,0.0,1.0
condenses,0.0,1.0
'historical',0.0,1.0
crisping,0.0,1.0
pushkin,0.0,1.0
glittery,0.0,1.0
flounces,0.0,1.0
priest's,0.0,1.0
restaurateur's,0.0,1.0
tomatoey,0.0,1.0
vandyke,0.0,1.0
sacrine,0.0,1.0
canoes,0.0,1.0
demonstrable,0.0,1.0
'banjo,0.0,1.0
territory',0.0,1.0
region's,0.0,2.0
generalized,0.0,1.0
castelo,0.0,1.0
pulsa,0.0,1.0
nula,0.0,1.0
kasugi,0.0,1.0
thatlasts,0.0,1.0
theyare,0.0,1.0
ashort,0.0,1.0
oftoday,0.0,1.0
thatoverwhelms,0.0,1.0
togo,0.0,1.0
dumbvrille,0.0,1.0
ahapless,0.0,1.0
ifyou've,0.0,1.0
cableor,0.0,1.0
ballot,0.0,1.0
breakers',0.0,1.0
eskimo,0.0,7.0
peripatetic,0.0,1.0
'docudrama',0.0,1.0
dearing,0.0,1.0
freuchen,0.0,1.0
eliot's,0.0,1.0
floss,0.0,1.0
tampopo,0.0,1.0
plonked,0.0,1.0
scandal's,0.0,1.0
'gel',0.0,1.0
arlene,0.0,1.0
impudent,0.0,3.0
ferociously,0.0,2.0
amalgamated,0.0,1.0
dee's,0.0,1.0
voluntary,0.0,1.0
stickers,0.0,1.0
deille,0.0,1.0
anbthony,0.0,1.0
barataria,0.0,1.0
lafitte's,0.0,2.0
pardons,0.0,1.0
ceding,0.0,1.0
eyewitness,0.0,1.0
statesmanship,0.0,1.0
onslow,0.0,1.0
freshened,0.0,1.0
nozaki,0.0,1.0
nellie,0.0,1.0
manley,0.0,1.0
peavey,0.0,1.0
eyecandy,0.0,2.0
sappiness,0.0,2.0
sculptured,0.0,1.0
twigs,0.0,3.0
dunston,0.0,1.0
tatum's,0.0,1.0
baths,0.0,1.0
sauna,0.0,1.0
scalise,0.0,15.0
massaged,0.0,1.0
masseur,0.0,1.0
lurked,0.0,1.0
inhalator,0.0,1.0
poppers,0.0,1.0
nostrils,0.0,1.0
paine,0.0,6.0
unexpressed,0.0,1.0
douchet,0.0,2.0
carlottai,0.0,1.0
pied,0.0,1.0
pipers,0.0,1.0
savored,0.0,1.0
swoony,0.0,1.0
pepperday,0.0,1.0
sifting,0.0,1.0
wasters,0.0,1.0
acceptably,0.0,1.0
'easy',0.0,1.0
reasserts,0.0,1.0
scarcity,0.0,1.0
soylent's,0.0,1.0
pontente,0.0,1.0
dispositions,0.0,1.0
retention,0.0,1.0
flatop,0.0,1.0
hedley,0.0,1.0
truehart,0.0,1.0
forysthe,0.0,1.0
madona,0.0,1.0
snowballs,0.0,1.0
samuraisploitation,0.0,1.0
yasuzu,0.0,1.0
masumura,0.0,1.0
doubletime,0.0,1.0
loansharks,0.0,1.0
hanzo's,0.0,1.0
onishi,0.0,1.0
hemmings,0.0,1.0
helmut,0.0,1.0
'lies',0.0,1.0
fool',0.0,2.0
'fay,0.0,1.0
dentist',0.0,7.0
foulness,0.0,1.0
grizly,0.0,1.0
'protesting,0.0,2.0
hippies',0.0,4.0
channel',0.0,1.0
'ray,0.0,1.0
purbbs',0.0,1.0
'mouth',0.0,1.0
mathews',0.0,1.0
cheekily,0.0,1.0
'hair',0.0,1.0
'woodstock',0.0,1.0
tutt's,0.0,1.0
'alex',0.0,1.0
resemble's,0.0,1.0
corine,0.0,1.0
rhonda's,0.0,1.0
weighting,0.0,1.0
ronda's,0.0,1.0
bas,0.0,1.0
extort,0.0,1.0
geoffery,0.0,1.0
mitchel,0.0,1.0
furious's,0.0,1.0
fraculater,0.0,1.0
freinken,0.0,1.0
cartoon's,0.0,1.0
enjoythe,0.0,1.0
dric,0.0,11.0
brasher,0.0,1.0
sequentially,0.0,1.0
morel's,0.0,1.0
aphasia,0.0,1.0
enfin,0.0,1.0
oui,0.0,1.0
fois,0.0,2.0
ce,0.0,1.0
tait,0.0,1.0
gilles,0.0,1.0
dric's,0.0,4.0
salvaging,0.0,1.0
themyscira,0.0,1.0
hippolyte,0.0,1.0
rebooted,0.0,1.0
jalousie,0.0,1.0
shepis,0.0,1.0
refreshments,0.0,1.0
quincey,0.0,1.0
stroud,0.0,1.0
dykes,0.0,1.0
trannies,0.0,1.0
igloos,0.0,1.0
salmon,0.0,1.0
supermarkets,0.0,1.0
accentuation,0.0,1.0
bureacracy,0.0,1.0
durokov,0.0,1.0
cameraderie,0.0,1.0
chemestry,0.0,1.0
dwelled,0.0,2.0
courrieres,0.0,1.0
smouldered,0.0,1.0
erno,0.0,1.0
metzner,0.0,1.0
orchestras,0.0,1.0
fatherland,0.0,1.0
sedaris,0.0,1.0
sedaris',0.0,1.0
jerri,0.0,1.0
yellin,0.0,2.0
hirsch,0.0,1.0
korte,0.0,1.0
groden,0.0,1.0
devalued,0.0,1.0
overreach,0.0,1.0
towered,0.0,1.0
blitzkriegs,0.0,1.0
rabochiy,0.0,1.0
lampela,0.0,1.0
eila,0.0,1.0
joki,0.0,1.0
rohal,0.0,1.0
knuckleface,0.0,1.0
reisman,0.0,1.0
suckling,0.0,1.0
horstachio,0.0,6.0
fizzlybear,0.0,1.0
caddy,0.0,1.0
vp,0.0,2.0
turner's,0.0,2.0
schuckett,0.0,1.0
composing,0.0,2.0
keyboardists,0.0,1.0
beholding,0.0,1.0
bloomington,0.0,1.0
punctured,0.0,1.0
hideshi,0.0,1.0
hino,0.0,1.0
dressings,0.0,1.0
als,0.0,1.0
undistinguishable,0.0,1.0
mutterings,0.0,1.0
conjunctivitis,0.0,1.0
'fairy',0.0,1.0
cushy,0.0,1.0
weenie,0.0,1.0
schwarz,0.0,1.0
'mixed,0.0,1.0
nuts',0.0,1.0
harling's,0.0,1.0
imperialflags,0.0,1.0
blogspot,0.0,2.0
leaud's,0.0,1.0
leaud,0.0,2.0
pangborn,0.0,1.0
maggie's,0.0,1.0
murph,0.0,1.0
izzard's,0.0,2.0
fantasist,0.0,1.0
arp,0.0,1.0
lcc,0.0,1.0
impedimenta,0.0,1.0
brigades,0.0,1.0
sandbagged,0.0,1.0
wvs,0.0,1.0
canteens,0.0,1.0
gold's,0.0,2.0
paine's,0.0,2.0
jiggs,0.0,3.0
mueller,0.0,1.0
wtse,0.0,1.0
relationship's,0.0,1.0
untrusting,0.0,1.0
acual,0.0,1.0
hyman's,0.0,1.0
aiello's,0.0,1.0
'gandhi',0.0,1.0
tenterhooks,0.0,1.0
goolies,0.0,1.0
shadowlands,0.0,2.0
photograhy,0.0,1.0
eberts,0.0,2.0
borderlines,0.0,1.0
sawing,0.0,1.0
wormed,0.0,1.0
'jeepers,0.0,3.0
creepers',0.0,2.0
throwbacks,0.0,1.0
'scarecrows',0.0,1.0
'they,0.0,1.0
terror',0.0,1.0
proof',0.0,1.0
'halloween,0.0,1.0
witch',0.0,1.0
ney,0.0,1.0
foolhardiness,0.0,1.0
socialize,0.0,1.0
trimmings,0.0,1.0
appreciably,0.0,2.0
calculation,0.0,1.0
safeguard,0.0,1.0
montano,0.0,1.0
cebuano,0.0,1.0
panaghoy,0.0,1.0
bisaya,0.0,1.0
nipongo,0.0,1.0
pinoy,0.0,1.0
corkymeter,0.0,1.0
bads,0.0,1.0
endows,0.0,1.0
abolitionism,0.0,1.0
espouse,0.0,1.0
humankind's,0.0,1.0
unproven,0.0,1.0
maple,0.0,1.0
sandal,0.0,1.0
ragneks,0.0,2.0
ragneks',0.0,1.0
sorceress,0.0,1.0
dirtmaster,0.0,1.0
horroresque,0.0,1.0
portent,0.0,1.0
leaven,0.0,1.0
astonish,0.0,1.0
purport,0.0,1.0
clicheish,0.0,1.0
ramundo,0.0,1.0
'goodbye',0.0,1.0
talks',0.0,1.0
'cowboy',0.0,1.0
giggolo,0.0,1.0
suppresses,0.0,1.0
slump,0.0,1.0
afm,0.0,2.0
admonish,0.0,1.0
sterner,0.0,1.0
filmability,0.0,1.0
bluebeard,0.0,2.0
filmable,0.0,1.0
jailbird,0.0,1.0
objectify,0.0,1.0
talkovers,0.0,1.0
bergeron,0.0,1.0
timbuktu,0.0,1.0
generality,0.0,1.0
oragami,0.0,1.0
owhat,0.0,1.0
ludlum,0.0,1.0
haj,0.0,1.0
devoutly,0.0,2.0
backroad,0.0,1.0
croatia,0.0,1.0
slaughterman,0.0,1.0
funnyman's,0.0,1.0
downhome,0.0,1.0
farmland,0.0,1.0
persepctive,0.0,1.0
reviewied,0.0,1.0
judi's,0.0,1.0
sentimentalization,0.0,1.0
alkie,0.0,1.0
jazzist,0.0,1.0
brava,0.0,1.0
ghillie,0.0,1.0
timers',0.0,1.0
client's,0.0,2.0
bruiser,0.0,1.0
chancer,0.0,1.0
serra,0.0,2.0
patrizio,0.0,1.0
flosi,0.0,1.0
surmount,0.0,1.0
blood'n'guts,0.0,1.0
ferilli,0.0,1.0
montorsi,0.0,1.0
gianfranco,0.0,1.0
transunto's,0.0,1.0
sforza's,0.0,1.0
boswell's,0.0,1.0
spooky'n'shuddery,0.0,1.0
cherishing,0.0,1.0
silla,0.0,1.0
wild's,0.0,1.0
cherryred,0.0,1.0
barbapapa,0.0,1.0
etait,0.0,1.0
l'homme,0.0,1.0
mazinger,0.0,2.0
redcoat,0.0,1.0
cosimo's,0.0,1.0
pero,0.0,1.0
mahalovic,0.0,1.0
babitch,0.0,1.0
bobbi,0.0,2.0
lillard,0.0,2.0
baiscally,0.0,1.0
vince's,0.0,1.0
skitz's,0.0,1.0
tish,0.0,1.0
bitchin,0.0,1.0
rhinestones,0.0,1.0
livened,0.0,1.0
stiffed,0.0,1.0
blacksmith,0.0,2.0
sagramore,0.0,1.0
wm,0.0,1.0
knapsacks,0.0,1.0
bendix's,0.0,1.0
thrusted,0.0,1.0
falcon',0.0,1.0
spillane,0.0,1.0
'dames',0.0,1.0
jafa,0.0,3.0
carpets,0.0,2.0
fortunetly,0.0,1.0
reiterated,0.0,1.0
mundanity,0.0,1.0
quato,0.0,1.0
kuriyami,0.0,2.0
patricide,0.0,1.0
liquidised,0.0,1.0
corrodes,0.0,1.0
yokai's,0.0,1.0
twitches,0.0,2.0
gogo,0.0,1.0
moistness,0.0,1.0
workmanship,0.0,1.0
trays,0.0,2.0
nutrition,0.0,1.0
atta,0.0,1.0
originator,0.0,1.0
oblowitz's,0.0,1.0
mosquitoman,0.0,1.0
animatronix,0.0,1.0
imax's,0.0,1.0
oblowitz,0.0,1.0
foundering,0.0,1.0
vail,0.0,1.0
scranton,0.0,1.0
luva,0.0,1.0
sylvie's,0.0,1.0
deol's,0.0,2.0
imtiaz,0.0,1.0
shivam,0.0,1.0
megha,0.0,1.0
registrar's,0.0,1.0
dheeraj,0.0,1.0
shayan,0.0,1.0
munshi,0.0,1.0
ankush,0.0,2.0
extricates,0.0,1.0
pardey,0.0,1.0
dekhiye,0.0,1.0
dostoyevsky's,0.0,1.0
earthier,0.0,1.0
saawariya,0.0,2.0
jama,0.0,1.0
masjid,0.0,1.0
connaught,0.0,1.0
fixtures,0.0,1.0
reshammiya,0.0,1.0
lifter,0.0,1.0
womanize,0.0,1.0
cudos,0.0,1.0
pedicab,0.0,6.0
mok,0.0,2.0
cabs,0.0,1.0
fennie,0.0,3.0
sammo's,0.0,3.0
condors,0.0,1.0
kwai,0.0,1.0
koon,0.0,1.0
ting,0.0,2.0
cleavers,0.0,1.0
pharagraph,0.0,1.0
'umi,0.0,1.0
miteita',0.0,1.0
watching',0.0,1.0
swansong,0.0,1.0
yamamoto's,0.0,1.0
kumai,0.0,1.0
oshin,0.0,4.0
kikuno,0.0,4.0
oshin's,0.0,2.0
ryosuke,0.0,2.0
okuhara,0.0,1.0
lanterns,0.0,1.0
condoned,0.0,1.0
undone',0.0,1.0
bastien,0.0,1.0
lifshitz's,0.0,1.0
treasureable,0.0,1.0
elka,0.0,1.0
reymond,0.0,1.0
annick,0.0,1.0
matheron,0.0,1.0
laetitia,0.0,1.0
legrix,0.0,1.0
sunning,0.0,1.0
rebuffs,0.0,1.0
consignations,0.0,1.0
condiment,0.0,1.0
dionysian,0.0,1.0
apollonian,0.0,1.0
ohlund,0.0,1.0
passion's,0.0,1.0
reveries,0.0,1.0
incomparably,0.0,1.0
priestley's,0.0,1.0
eeyore,0.0,1.0
raposo's,0.0,1.0
sanufu,0.0,2.0
suleiman's,0.0,4.0
paedophilic,0.0,1.0
ports,0.0,1.0
sandell,0.0,2.0
sandell's,0.0,1.0
tuareg,0.0,1.0
tuaregs,0.0,1.0
wunderbar,0.0,1.0
tierneys',0.0,1.0
inscribed,0.0,1.0
kerb,0.0,1.0
'laura,0.0,1.0
ravishingly,0.0,1.0
dassin's,0.0,1.0
'whirlpool,0.0,1.0
decisively,0.0,1.0
skims,0.0,2.0
implosive,0.0,1.0
ashok,0.0,1.0
raaj,0.0,1.0
nadira,0.0,1.0
amrohi's,0.0,1.0
naam,0.0,1.0
pakeeza,0.0,1.0
haan,0.0,1.0
pakeza',0.0,1.0
sharkman,0.0,2.0
mikhalkov's,0.0,1.0
aleksei,0.0,2.0
zhestokij,0.0,1.0
unizhennye,0.0,1.0
oskorblyonnye,0.0,1.0
sibiriada,0.0,1.0
konchalovski,0.0,1.0
kurochka,0.0,1.0
ryaba,0.0,1.0
solvang,0.0,5.0
lelia,0.0,2.0
goldoni,0.0,3.0
diapered,0.0,1.0
mongoloid,0.0,1.0
steinmann,0.0,1.0
reardon,0.0,1.0
ludlow,0.0,2.0
meningitis,0.0,1.0
croucher,0.0,1.0
sophie's,0.0,2.0
sangrou,0.0,1.0
morrer,0.0,1.0
rectified,0.0,1.0
embolden,0.0,1.0
blindsight,0.0,1.0
everest's,0.0,1.0
tenberken,0.0,2.0
weihenmayer,0.0,1.0
lhakpa,0.0,1.0
ri,0.0,1.0
mountaineers,0.0,1.0
irritability,0.0,1.0
oversimplifying,0.0,1.0
climber's,0.0,1.0
lugging,0.0,1.0
zippier,0.0,1.0
town',0.0,1.0
ragland,0.0,1.0
impertubable,0.0,1.0
taster,0.0,1.0
lamb's,0.0,1.0
goonie,0.0,2.0
bunnie,0.0,1.0
gales,0.0,1.0
movin,0.0,1.0
freakin,0.0,1.0
rekindles,0.0,1.0
fantasizes,0.0,1.0
applebloom,0.0,1.0
'mabel's,0.0,1.0
career',0.0,1.0
romantick,0.0,1.0
nuthin,0.0,1.0
broek,0.0,1.0
reflexivity,0.0,1.0
crosscutting,0.0,1.0
sanhedrin,0.0,1.0
'elvira's,0.0,1.0
'wizard,0.0,1.0
oz',0.0,1.0
elviras,0.0,1.0
dorothy's,0.0,1.0
youe,0.0,1.0
'tame',0.0,1.0
weened,0.0,1.0
'road,0.0,1.0
malick's,0.0,1.0
sermonizing,0.0,1.0
starkest,0.0,1.0
denzil,0.0,1.0
critisism,0.0,1.0
aparthiet,0.0,1.0
rachford,0.0,1.0
'fintail',0.0,1.0
acquaint,0.0,1.0
yuma's,0.0,1.0
tuco,0.0,1.0
boooo,0.0,1.0
word's,0.0,1.0
microchips,0.0,1.0
computerised,0.0,1.0
branching,0.0,1.0
cyhper,0.0,1.0
clyde',0.0,1.0
'thelma,0.0,1.0
louise',0.0,1.0
chandni,0.0,1.0
satta,0.0,1.0
filmaan,0.0,1.0
floppedhe,0.0,1.0
dwelves,0.0,1.0
forgiventhe,0.0,1.0
upendra,0.0,2.0
limaye,0.0,2.0
toowhile,0.0,1.0
toothe,0.0,1.0
timesthe,0.0,1.0
bikram,0.0,1.0
youthe,0.0,1.0
handledmadhur,0.0,1.0
okaykonkana,0.0,1.0
nowdays,0.0,1.0
promenade,0.0,1.0
halliran,0.0,1.0
clanging,0.0,1.0
summoning,0.0,1.0
uriel,0.0,1.0
blindfold,0.0,1.0
leckie,0.0,1.0
schmidt's,0.0,1.0
foxhole,0.0,1.0
stereophonic,0.0,1.0
cooled,0.0,1.0
emplacement,0.0,1.0
ridgeley,0.0,1.0
maltz,0.0,1.0
punctuations,0.0,1.0
oversimply,0.0,1.0
soder,0.0,1.0
partes,0.0,1.0
fulgencio,0.0,1.0
batista's,0.0,1.0
bearbado,0.0,1.0
enchelada,0.0,1.0
glamorize,0.0,1.0
objectivistic,0.0,1.0
sodebergh,0.0,1.0
delegate,0.0,1.0
posthumously,0.0,1.0
spoilerunderrated,0.0,1.0
mismanaged,0.0,1.0
sematary',0.0,1.0
cruelest,0.0,1.0
safer',0.0,1.0
gwynne's,0.0,2.0
impermanence,0.0,1.0
interconnectedness,0.0,1.0
teruyo,0.0,1.0
nogami,0.0,1.0
kayo,0.0,1.0
tobei,0.0,1.0
mitsugoro,0.0,1.0
bando,0.0,1.0
hatsu,0.0,1.0
mirai,0.0,2.0
shida,0.0,2.0
miku,0.0,2.0
kabei's,0.0,3.0
shigeru's,0.0,2.0
yama,0.0,1.0
hisako,0.0,1.0
rei,0.0,1.0
schooled,0.0,2.0
phibbs,0.0,1.0
remy's,0.0,1.0
supremacist,0.0,1.0
kirsty,0.0,2.0
bluntness,0.0,2.0
'unlearn',0.0,1.0
deja's,0.0,1.0
phair,0.0,1.0
psycopaths,0.0,1.0
'zavet',0.0,5.0
hymn,0.0,1.0
douanier,0.0,1.0
rousseau,0.0,3.0
specters,0.0,1.0
loom,0.0,1.0
conflation,0.0,1.0
compositionally,0.0,1.0
underlie,0.0,1.0
redirect,0.0,1.0
obstruction,0.0,2.0
fatalistically,0.0,1.0
sharpshooters,0.0,1.0
patrolled,0.0,1.0
disqualify,0.0,1.0
buzzed,0.0,1.0
masters',0.0,1.0
montes,0.0,1.0
stroheims,0.0,1.0
hessling,0.0,2.0
guerin,0.0,1.0
catelain,0.0,1.0
magnani,0.0,1.0
krauss,0.0,1.0
muffat,0.0,2.0
lionsgate,0.0,1.0
arzner,0.0,1.0
sten,0.0,1.0
jaque,0.0,1.0
overflow,0.0,1.0
gekko,0.0,1.0
gg,0.0,1.0
starling,0.0,1.0
beltway,0.0,1.0
ossessioneluchino,0.0,1.0
neorealist,0.0,1.0
lonesome,0.0,1.0
desperations,0.0,1.0
phantasms,0.0,2.0
iwas,0.0,2.0
